Devedor,TaxaDesemprego,MensalidadesEmDia,Bolsista,UnidadesCurriculares1SemestreAprovado,UnidadesCurriculares1SemestreAvaliacoes,UnidadesCurriculares2SemestreAvaliacoes,UnidadesCurriculares1SemestreGrau,UnidadesCurriculares2SemestreGrau
0,12.4,1,0,6,6,6,1.28333333333333e+16,12.0
0,9.4,1,0,4,11,10,12.25,1.16666666666666e+16
0,12.7,1,0,7,8,8,1.48285714285714e+16,1.48285714285714e+16
0,12.7,1,1,5,7,8,11.4,12.8
0,10.8,1,1,6,6,8,13.0,12.5
0,12.7,1,1,7,8,8,1.36714285714285e+16,1.36714285714285e+16
0,13.9,1,1,6,9,8,1.26666666666666e+16,12.8
0,13.9,1,0,5,10,8,13.5,1.23333333333333e+16
0,11.1,1,0,7,8,8,12.67,13.55
0,16.2,1,0,6,8,7,14.5,1.54285714285714e+16
0,13.9,1,0,7,7,8,1.36857142857142e+16,153875.0
0,15.5,1,1,7,8,11,1400375.0,1.38128571428571e+16
0,16.2,1,1,4,8,8,12.0,11.4
0,16.2,1,1,5,9,7,1.41666666666666e+16,1.41666666666666e+16
0,8.9,1,0,5,5,5,14.0,13.8
0,16.2,1,1,5,7,6,13.8,1.28333333333333e+16
0,7.6,1,0,5,8,10,12.8,1.18571428571428e+16
0,7.6,1,0,6,6,6,1.21666666666666e+16,1.38333333333333e+16
0,7.6,1,0,4,9,12,12.0,11.5
0,10.8,1,1,6,8,9,1.08333333333333e+16,11.5
0,9.4,1,0,8,8,8,13385.0,13385.0
0,15.5,1,0,6,14,9,1.56666666666666e+16,14.5
1,13.9,1,1,6,9,7,1.43333333333333e+16,1.38333333333333e+16
0,8.9,1,1,6,9,8,1.16666666666666e+16,1.16666666666666e+16
0,10.8,1,1,7,8,8,1.47257142857142e+16,1.47257142857142e+16
0,12.4,1,1,6,6,6,1.41666666666666e+16,1.36666666666666e+16
0,12.4,1,0,6,10,8,1.15714285714285e+16,1.23333333333333e+16
0,12.4,1,0,7,7,8,12.5,131375.0
0,9.4,1,0,8,10,10,12.86,12.86
0,11.1,1,0,6,10,9,12.25,1.37142857142857e+16
0,10.8,1,1,4,7,5,12.0,12.2
0,15.5,1,1,7,9,9,1.51166666666666e+16,1.61688888888888e+16
0,11.1,1,0,6,8,11,11875.0,14.6
0,7.6,1,0,5,5,6,15.2,13.2
1,11.1,1,0,6,6,7,1.48333333333333e+16,1.51428571428571e+16
0,11.1,1,1,5,5,5,11.2,11.8
0,9.4,1,1,5,8,9,13.4,1.36666666666666e+16
0,11.1,1,0,5,5,5,16.2,16.4
0,16.2,1,1,7,7,11,1.45428571428571e+16,1488181818181810.0
0,11.1,1,0,7,7,9,1.36942857142857e+16,1.43555555555555e+16
0,12.4,1,1,6,8,10,1.12857142857142e+16,1.18571428571428e+16
0,10.8,1,1,7,8,8,1.30585714285714e+16,1.30585714285714e+16
0,16.2,1,0,7,7,9,14.3,1.40555555555555e+16
0,7.6,1,0,5,15,14,11.8,12.0
0,16.2,1,0,6,7,11,1.05714285714285e+16,1.16666666666666e+16
0,7.6,1,0,6,7,7,1.33333333333333e+16,1.33333333333333e+16
1,13.9,1,0,6,10,9,1.18571428571428e+16,11.0
0,12.4,1,0,6,7,7,12.0,13.0
0,12.7,1,0,6,6,6,1.26666666666666e+16,1.16666666666666e+16
0,9.4,1,1,6,6,9,1.21666666666666e+16,1.36666666666666e+16
0,13.9,1,0,6,6,6,1.33333333333333e+16,1.46666666666666e+16
1,12.4,1,0,7,8,7,15.0,1.45714285714285e+16
0,9.4,1,1,8,8,8,1339125.0,1339125.0
0,13.9,1,0,5,9,8,1.21666666666666e+16,1.24285714285714e+16
0,7.6,1,0,4,9,6,11.25,12.5
0,12.4,1,0,6,7,8,1.28333333333333e+16,1.28571428571428e+16
0,16.2,1,0,6,10,11,14.0,13.1
0,9.4,1,0,6,7,8,13.5,12.5
0,10.8,1,0,5,6,9,11.0,1.16666666666666e+16
0,12.7,1,0,6,8,6,13.0,1.38333333333333e+16
0,12.4,1,1,6,6,6,1.36666666666666e+16,1.33333333333333e+16
1,7.6,1,1,6,7,7,14.2,14.2
0,11.1,1,0,6,7,7,15.0,1.64285714285714e+16
0,13.9,1,0,6,9,9,1.25857142857142e+16,1344285714285710.0
0,10.8,1,0,6,7,10,1.16666666666666e+16,1.18333333333333e+16
0,8.9,1,1,8,18,16,13.5,1.37142857142857e+16
0,15.5,1,1,6,13,10,1.61538461538461e+16,15.75
0,7.6,1,1,6,7,7,1.40333333333333e+16,1.40333333333333e+16
0,8.9,1,1,7,8,8,1.38571428571428e+16,1.36666666666666e+16
0,16.2,1,0,11,11,7,1.35454545454545e+16,1.35714285714285e+16
0,15.5,1,1,6,6,7,1.38333333333333e+16,1.44285714285714e+16
0,13.9,1,0,5,8,9,12.0,1.28571428571428e+16
0,12.4,1,1,7,7,8,1.51357142857142e+16,1.52874999999999e+16
0,15.5,1,1,6,7,6,1.34285714285714e+16,1.31666666666666e+16
0,8.9,1,0,9,19,14,1.25555555555555e+16,1111111111111110.0
0,7.6,1,0,6,8,7,11.5,1.11666666666666e+16
0,7.6,1,0,6,6,9,1.36666666666666e+16,1.23333333333333e+16
0,10.8,1,0,11,16,16,1.12727272727272e+16,12.0
0,13.9,1,1,6,6,6,1.46666666666666e+16,1.41666666666666e+16
0,11.1,1,0,6,7,7,1.48571428571428e+16,14.0
0,10.8,1,1,7,11,11,12.86,12.86
0,12.4,1,0,11,12,14,1.17272727272727e+16,12.0
0,13.9,1,1,6,11,10,1.31428571428571e+16,12.0
0,10.8,1,0,7,8,8,1.47314285714285e+16,1.47314285714285e+16
0,12.7,1,0,0,0,0,0.0,0.0
0,13.9,1,0,13,14,12,1.36153846153846e+16,14.25
0,8.9,1,0,5,5,5,15.8,14.8
0,15.5,1,0,6,6,7,1.46666666666666e+16,1.45714285714285e+16
0,10.8,1,1,7,8,8,1.46542857142857e+16,1.46542857142857e+16
0,10.8,1,0,7,8,8,1.24014285714285e+16,1.24014285714285e+16
0,13.9,1,0,7,8,9,115875.0,1.40714285714285e+16
0,12.4,1,0,5,5,5,14.0,15.6
0,8.9,1,1,6,9,6,1.23333333333333e+16,1.18333333333333e+16
0,7.6,1,0,5,5,6,14.0,15.4
0,15.5,1,0,6,13,10,1523076923076920.0,12375.0
0,7.6,1,1,6,7,7,11.6,11.6
0,11.1,1,1,7,7,9,1.29014285714285e+16,1.30944444444444e+16
0,7.6,1,0,7,9,5,1.41428571428571e+16,14.8
0,9.4,1,0,8,8,8,1325375.0,1325375.0
0,12.4,1,0,7,7,8,1.37857142857142e+16,14.1
0,7.6,1,0,6,7,7,1.39166666666666e+16,1.39166666666666e+16
0,11.1,1,0,6,8,9,13.5,1.35714285714285e+16
0,11.1,1,0,5,10,9,11.5,14.6
0,10.8,1,1,7,8,8,1.20828571428571e+16,1.20828571428571e+16
0,15.5,1,1,6,8,10,1.18333333333333e+16,12.8
0,12.4,1,1,5,6,5,13.4,12.4
0,15.5,1,0,5,7,7,14.2,1.45714285714285e+16
0,12.7,1,1,7,8,8,1.38142857142857e+16,1.38142857142857e+16
0,12.7,1,1,6,6,8,14.5,1.36666666666666e+16
0,7.6,1,0,6,7,7,11.3,11.3
0,12.7,1,0,7,9,9,12.3,12.3
0,10.8,1,1,7,8,8,1.26942857142857e+16,1.26942857142857e+16
0,9.4,1,0,4,5,5,11.0,11.0
0,12.4,1,1,6,6,6,13.0,1.41666666666666e+16
0,13.9,1,1,7,8,8,144125.0,16.05
0,11.1,1,0,6,6,10,1.33333333333333e+16,12.8
0,10.8,1,0,7,8,8,1.44028571428571e+16,1.44028571428571e+16
0,10.8,1,1,7,8,8,1.33814285714285e+16,1.33814285714285e+16
0,15.5,1,0,7,8,8,1413125.0,1398375.0
0,9.4,1,0,5,11,6,1.17142857142857e+16,12.6
0,7.6,1,0,6,9,15,1.11666666666666e+16,11.0
0,8.9,1,0,12,14,18,1.38461538461538e+16,1.4090909090909e+16
0,16.2,1,1,6,7,8,12.5,1.33333333333333e+16
0,12.7,1,0,5,5,5,16.4,14.6
0,11.1,1,1,11,11,11,1.38181818181818e+16,1.34545454545454e+16
0,15.5,1,0,5,8,11,10.6,10.5
1,12.4,1,0,5,8,6,10.2,12.2
0,9.4,1,1,16,18,15,13.0,1.32666666666666e+16
0,9.4,1,1,8,9,9,13.31,13.31
0,12.7,1,1,5,10,9,1.05714285714285e+16,12.2
0,10.8,1,1,7,8,8,1.34871428571428e+16,1.34871428571428e+16
0,13.9,1,1,6,6,7,1.23333333333333e+16,1.18333333333333e+16
0,7.6,1,0,6,7,7,1.39666666666666e+16,1.39666666666666e+16
0,7.6,1,0,4,8,5,11.5,12.8
0,16.2,1,0,6,10,11,11.98,13225.0
0,13.9,1,0,6,10,8,1.16142857142857e+16,140375.0
0,12.7,1,1,7,8,8,1.43142857142857e+16,1.43142857142857e+16
0,12.4,1,1,6,9,10,1.27666666666666e+16,1.21285714285714e+16
0,10.8,1,1,6,7,7,1.26666666666666e+16,12.2
0,15.5,1,1,7,8,8,1470625.0,144775.0
0,13.9,1,1,6,9,8,1.18142857142857e+16,1.35428571428571e+16
0,13.9,1,0,6,8,8,13.0,11875.0
0,12.4,1,0,6,7,6,1.48571428571428e+16,1.33333333333333e+16
0,7.6,1,0,6,7,7,12.6,12.6
0,11.1,1,0,5,10,10,11.8,12.2
0,16.2,1,0,5,7,6,11.8,1.26666666666666e+16
0,9.4,1,0,8,8,8,1277125.0,1277125.0
0,11.1,1,0,6,6,7,1.26666666666666e+16,14.6
0,12.7,1,1,7,12,12,1.17214285714285e+16,1.17214285714285e+16
0,12.7,1,0,6,6,6,1.26666666666666e+16,1.36666666666666e+16
0,7.6,1,0,4,6,7,12.5,11.75
0,8.9,1,0,6,7,15,12.5,12.4
0,10.8,1,1,7,8,8,12.61,12.61
0,9.4,1,0,2,14,6,12.0,12.6
0,13.9,0,0,5,9,7,13.0,13.5
0,10.8,1,1,4,9,8,12.0,13.0
0,9.4,1,0,0,0,0,0.0,0.0
0,10.8,1,0,7,8,8,11.69,11.69
0,15.5,1,0,0,0,0,0.0,0.0
0,13.9,1,0,4,10,11,11.5,1.12857142857142e+16
0,15.5,1,0,5,7,7,11.0,12.4
0,12.4,1,0,6,7,6,1.28571428571428e+16,1.31666666666666e+16
0,16.2,1,0,7,7,11,1.45285714285714e+16,1.50181818181818e+16
0,15.5,1,1,6,8,10,13.0,12625.0
0,16.2,1,1,7,7,9,1.59571428571428e+16,1.51888888888888e+16
0,13.9,1,0,5,8,8,13.25,11.0
0,7.6,1,0,0,0,0,0.0,0.0
0,9.4,1,0,8,8,8,125075.0,125075.0
0,8.9,1,0,11,18,14,1.2090909090909e+16,12.0
0,8.9,1,0,6,6,9,13.5,13.2
0,10.8,1,0,6,6,8,1.41666666666666e+16,13625.0
0,8.9,1,0,6,7,7,14.0,1.47142857142857e+16
0,12.7,1,0,5,7,5,14.6,14.2
0,16.2,1,0,5,10,13,13.0,11.5
0,7.6,1,0,6,7,9,1.21666666666666e+16,12.0
0,9.4,1,0,0,0,0,0.0,0.0
0,12.7,1,0,7,8,8,1.38285714285714e+16,1.38285714285714e+16
0,7.6,1,0,6,7,6,11.5,1.16666666666666e+16
0,10.8,1,0,4,6,8,13.5,13625.0
0,13.9,1,0,7,8,9,125375.0,1.26142857142857e+16
0,13.9,1,0,4,10,9,12.0,12.8
0,10.8,1,0,5,8,8,11.8,11.6
0,12.7,1,1,5,5,5,15.0,15.2
0,7.6,1,0,3,7,7,12.0,13.2
0,15.5,1,1,6,6,7,1.28333333333333e+16,1.22857142857142e+16
0,7.6,1,0,6,12,14,1.16666666666666e+16,12.0
0,13.9,1,0,7,9,8,121625.0,13825.0
0,10.8,1,0,6,6,11,1.38333333333333e+16,1.45555555555555e+16
0,11.1,1,1,6,9,7,12125.0,1.35714285714285e+16
0,10.8,1,0,6,7,9,1.26666666666666e+16,1377777777777770.0
0,15.5,1,0,18,22,13,1188888888888880.0,1.14615384615384e+16
0,16.2,1,0,7,7,9,1.68857142857142e+16,1.57444444444444e+16
0,15.5,1,0,6,6,6,12.5,1.23333333333333e+16
0,13.9,1,1,7,9,8,1.30555555555555e+16,158125.0
0,10.8,1,1,7,8,8,1.23557142857142e+16,1.23557142857142e+16
1,8.9,1,1,7,7,8,1.38571428571428e+16,1.25714285714285e+16
0,9.4,1,0,5,9,6,13.0,1.41666666666666e+16
0,12.4,1,0,6,6,10,1.28333333333333e+16,1.11666666666666e+16
0,12.7,1,1,7,8,8,1.23571428571428e+16,1.23571428571428e+16
0,12.7,1,1,7,8,8,1.38571428571428e+16,1.38571428571428e+16
0,9.4,1,1,6,6,6,1.23333333333333e+16,1.06666666666666e+16
0,16.2,1,0,7,8,10,1.28471428571428e+16,1.37888888888888e+16
0,11.1,1,1,6,9,9,1.23399999999999e+16,1301875.0
0,12.7,1,0,6,6,6,1.38333333333333e+16,12.5
0,9.4,1,1,8,8,8,1373125.0,1373125.0
0,11.1,1,0,9,10,10,1088888888888880.0,1.13333333333333e+16
0,13.9,1,0,7,8,9,13025.0,1.38111111111111e+16
0,12.4,1,0,6,6,6,13.0,1.41666666666666e+16
0,10.8,1,0,5,10,10,11.8,12.0
0,12.7,1,1,7,8,8,1.20428571428571e+16,1.20428571428571e+16
0,13.9,1,1,7,8,8,128375.0,15.5
1,12.7,1,1,7,13,13,11.0,11.7
0,8.9,1,1,6,7,9,13.5,14.0
0,16.2,1,1,6,8,7,12125.0,1.27142857142857e+16
0,12.7,1,1,7,12,12,1262857142857140.0,1262857142857140.0
0,15.5,1,0,5,11,13,11.2,11.6
0,10.8,1,0,5,5,6,12.0,1.48333333333333e+16
0,10.8,1,0,7,9,10,1.22285714285714e+16,132125.0
0,9.4,1,0,4,6,5,11.5,10.75
0,16.2,1,0,6,8,7,15375.0,1.64285714285714e+16
0,12.7,1,0,7,11,11,1.26142857142857e+16,1.26142857142857e+16
0,13.9,1,1,5,7,6,12.2,11.5
0,10.8,1,0,4,13,10,11.75,11.0
0,16.2,1,0,13,16,13,1.09230769230769e+16,1.14545454545454e+16
0,12.7,1,0,5,6,9,12.4,12.4
0,15.5,1,0,6,6,8,1.58333333333333e+16,15.5
0,13.9,1,0,6,7,6,1.25714285714285e+16,1.36666666666666e+16
0,7.6,1,0,3,7,7,12.0,13.25
0,13.9,1,0,7,8,9,133625.0,1.44444444444444e+16
0,10.8,1,1,5,6,5,15.4,16.0
0,12.4,1,1,11,11,11,1.28181818181818e+16,1.35454545454545e+16
0,16.2,1,0,17,21,19,1.33947368421052e+16,1.35547368421052e+16
0,12.7,1,1,6,8,8,14.25,11.0
0,12.4,1,1,7,8,10,1.22857142857142e+16,117375.0
0,12.7,1,0,6,7,7,1.16666666666666e+16,13.2
0,11.1,1,0,6,8,6,1.21666666666666e+16,13.5
0,11.1,1,0,6,6,6,14.0,15.0
0,13.9,1,1,0,0,0,0.0,0.0
0,13.9,1,0,6,7,6,1.08333333333333e+16,1.06666666666666e+16
1,12.4,1,1,6,7,6,1.31428571428571e+16,14.0
0,15.5,1,0,7,17,19,12.0,1122222222222220.0
0,7.6,1,0,9,13,12,12.2,12.8
0,13.9,1,0,7,8,9,118375.0,1248125.0
0,9.4,1,0,5,5,6,11.8,14.0
0,15.5,1,0,19,19,13,1268421052631570.0,1.23846153846153e+16
0,10.8,1,0,4,13,9,14.0,15.5
0,7.6,1,0,6,7,6,1.36666666666666e+16,1.36666666666666e+16
0,12.4,1,0,5,12,11,12.6,1.17142857142857e+16
0,10.8,1,0,9,9,7,1311111111111110.0,1.48571428571428e+16
0,10.8,1,0,10,10,7,12.5,1.21428571428571e+16
0,15.5,1,0,18,18,13,1411111111111110.0,1423076923076920.0
0,10.8,1,0,11,11,9,1.47272727272727e+16,1577777777777770.0
0,7.6,1,0,4,7,6,13.5,11.6
0,10.8,1,0,7,8,8,1.31057142857142e+16,1.31057142857142e+16
0,9.4,1,0,5,8,5,13.5,14.4
0,12.7,1,0,13,18,11,1.18461538461538e+16,12.0
0,7.6,1,0,0,0,0,0.0,0.0
0,13.9,1,0,7,7,8,15.2,16575.0
0,11.1,1,0,6,7,8,1.44285714285714e+16,14375.0
0,7.6,1,0,0,0,0,0.0,0.0
0,13.9,1,0,5,12,11,1.21428571428571e+16,1.16666666666666e+16
0,13.9,1,0,6,9,8,12.0,11.6
0,9.4,1,0,3,10,7,1.16666666666666e+16,12.75
0,11.1,1,0,6,10,8,11875.0,12.0
0,8.9,1,0,6,7,6,1.44285714285714e+16,12.5
0,9.4,1,0,5,7,6,13.0,15.0
0,15.5,1,0,18,45,26,12.5,1.14285714285714e+16
0,16.2,1,0,7,7,9,1.34714285714285e+16,1.39444444444444e+16
0,9.4,1,0,4,5,5,11.75,1.33333333333333e+16
1,12.7,1,1,6,9,10,1.33333333333333e+16,1.46666666666666e+16
0,9.4,1,1,8,8,8,13105.0,13105.0
0,12.4,1,1,6,6,7,15.5,1.21666666666666e+16
0,12.4,1,0,6,10,9,1.23333333333333e+16,13.0
0,9.4,1,0,8,18,11,11375.0,11.8
0,15.5,1,0,18,19,15,1222222222222220.0,1.23846153846153e+16
0,9.4,1,0,9,11,8,12.0,12.0
0,12.4,1,0,16,17,14,14125.0,13.0
0,12.4,1,0,9,11,7,1.23333333333333e+16,1.25714285714285e+16
0,8.9,1,0,9,9,7,1.43333333333333e+16,1.38571428571428e+16
0,10.8,1,0,6,6,9,1.51666666666666e+16,14.0
0,11.1,1,1,6,8,8,1.51428571428571e+16,1.51428571428571e+16
0,9.4,1,0,6,7,7,1.23333333333333e+16,1.21666666666666e+16
0,12.4,1,0,6,7,8,15.0,15625.0
0,16.2,1,1,6,6,6,12.5,1.38333333333333e+16
0,8.9,1,1,6,6,6,15.0,15.5
0,15.5,1,1,7,10,8,14668.0,1463375.0
0,12.4,1,1,5,7,6,12.8,1.23333333333333e+16
0,11.1,1,0,6,10,7,1.08333333333333e+16,1.21428571428571e+16
0,12.7,1,0,6,6,6,1.36666666666666e+16,14.0
0,10.8,1,0,7,8,8,1.45371428571428e+16,1.45371428571428e+16
0,12.7,1,1,0,0,0,0.0,0.0
0,11.1,1,1,6,6,6,1.31666666666666e+16,1.38333333333333e+16
0,11.1,1,1,6,7,7,1.13333333333333e+16,1.24285714285714e+16
0,8.9,1,0,6,6,6,12.0,13.6
0,12.4,1,1,6,6,6,1.31666666666666e+16,1.21666666666666e+16
0,8.9,1,1,6,6,6,1.48333333333333e+16,1.41666666666666e+16
0,12.4,1,0,7,7,9,13.0,1322222222222220.0
0,11.1,1,0,7,8,8,1.30871428571428e+16,12.95
0,8.9,1,1,6,8,7,1.33333333333333e+16,1.36666666666666e+16
0,8.9,1,0,5,7,6,13.6,12.2
0,11.1,1,0,6,6,6,15.5,14.0
0,11.1,1,0,7,7,7,1.38571428571428e+16,1.42857142857142e+16
0,16.2,1,1,6,6,6,13.0,1.21666666666666e+16
0,11.1,1,1,7,8,9,1.21428571428571e+16,1.36666666666666e+16
0,11.1,1,1,7,7,9,1.41457142857142e+16,1.36277777777777e+16
0,11.1,1,0,7,7,9,14.45,1.41444444444444e+16
0,11.1,1,0,7,7,7,1.57142857142857e+16,15.0
0,12.4,1,0,6,6,6,14.5,1.28333333333333e+16
0,7.6,1,0,6,6,6,1.28333333333333e+16,1.28333333333333e+16
0,13.9,1,1,5,10,8,12.0,11.6
0,13.9,1,0,0,0,0,0.0,0.0
0,12.4,1,1,6,7,7,1.25714285714285e+16,1.32857142857142e+16
0,11.1,1,1,6,6,6,12.5,11.5
0,8.9,1,0,6,8,9,14.0,14.0
0,11.1,1,1,6,6,6,1.58333333333333e+16,1.53333333333333e+16
0,9.4,1,0,8,8,8,14.25,14.25
0,9.4,1,0,5,5,7,13.8,12.4
0,7.6,1,0,6,7,7,1.40166666666666e+16,1.40166666666666e+16
0,9.4,1,0,5,9,8,11.4,10.8
0,12.4,1,0,5,12,11,10.4,12.0
0,11.1,1,0,3,11,9,1.06666666666666e+16,10.25
0,11.1,1,1,7,7,8,1.39142857142857e+16,1410625.0
0,15.5,1,0,7,9,11,1.37611111111111e+16,1282375.0
0,10.8,1,1,6,7,6,1.38571428571428e+16,1.41666666666666e+16
0,12.7,1,1,7,8,8,1.38428571428571e+16,1.38428571428571e+16
0,12.4,1,1,7,7,9,1.46828571428571e+16,1.50555555555555e+16
0,16.2,1,0,6,7,7,1.38571428571428e+16,12.8
0,9.4,1,0,0,0,0,0.0,0.0
0,8.9,1,0,6,8,7,1.31428571428571e+16,12.5
0,16.2,1,0,13,15,15,1.14615384615384e+16,1.15833333333333e+16
1,8.9,1,0,5,6,8,15.0,14.5
0,15.5,1,1,7,9,12,1.42444444444444e+16,1.22333333333333e+16
0,9.4,1,0,3,7,5,1.23333333333333e+16,11.6
0,12.4,1,1,6,6,7,1.36666666666666e+16,13.2
0,9.4,1,0,0,0,0,0.0,0.0
0,10.8,1,1,7,12,12,1.25999999999999e+16,1.25999999999999e+16
0,7.6,1,0,10,11,12,12.2,1.23333333333333e+16
0,7.6,1,0,6,6,6,1.31666666666666e+16,13.0
0,9.4,1,1,6,16,9,11.0,11.0
0,13.9,1,1,7,7,8,1.40142857142857e+16,15.35
0,10.8,1,1,4,9,13,13.0,11.25
0,10.8,1,0,6,6,6,14.0,1.46666666666666e+16
0,12.7,1,1,7,8,8,1.44285714285714e+16,1.44285714285714e+16
0,15.5,1,0,18,45,27,1.18333333333333e+16,1.24615384615384e+16
0,7.6,1,0,6,9,9,12.5,13.0
0,15.5,1,1,12,12,12,1.33333333333333e+16,1.25454545454545e+16
0,13.9,1,1,6,6,6,13.0,14.0
0,10.8,1,1,6,8,11,1.14285714285714e+16,11.2
0,9.4,1,0,8,8,8,128875.0,128875.0
0,7.6,1,1,6,7,7,12.95,12.95
0,12.4,1,1,7,7,8,1.30942857142857e+16,12.55
0,12.7,1,1,5,12,11,1.17142857142857e+16,11.0
0,7.6,1,0,6,6,6,1.31666666666666e+16,1.33333333333333e+16
0,10.8,1,0,4,7,5,12.75,13.4
0,8.9,1,0,5,8,6,11.2,12.0
0,12.4,1,0,6,6,6,13.0,1.36666666666666e+16
0,15.5,1,0,6,8,9,1.41666666666666e+16,15.0
0,13.9,1,1,5,10,6,1.28333333333333e+16,1.23333333333333e+16
0,10.8,1,1,4,11,9,11.75,10.4
0,10.8,1,1,6,8,7,1.08333333333333e+16,11.5
0,7.6,1,1,6,7,7,13.7,13.7
0,12.4,1,1,6,10,7,13.0,1.32857142857142e+16
0,13.9,1,0,8,15,10,13.6,1511111111111110.0
0,8.9,1,0,12,12,14,13.25,1.43333333333333e+16
0,12.4,1,0,6,6,8,13.0,12.4
0,16.2,1,1,6,8,8,14.0,1.22857142857142e+16
0,12.4,1,1,7,7,8,1.52857142857142e+16,16075.0
0,11.1,1,0,6,6,6,1.31666666666666e+16,1.26666666666666e+16
1,16.2,1,0,5,7,11,13.6,1.28333333333333e+16
0,7.6,1,0,10,12,9,11.4,11.5
0,7.6,1,0,5,7,5,11.0,11.6
0,12.4,1,0,6,7,6,1.35714285714285e+16,1.26666666666666e+16
0,16.2,1,1,6,6,7,12.0,1.16666666666666e+16
0,12.4,1,0,6,6,7,12.5,13.0
0,16.2,1,1,5,6,6,13.2,1.26666666666666e+16
0,9.4,1,0,15,16,14,1.34666666666666e+16,1.36428571428571e+16
0,7.6,1,0,3,7,5,1.36666666666666e+16,13.2
0,12.4,1,1,6,7,12,1.16666666666666e+16,10.2
0,8.9,1,0,5,9,9,13.4,12.4
0,7.6,1,0,4,5,5,13.75,14.75
0,13.9,1,0,1,4,5,16.0,15.5
0,16.2,1,0,5,9,8,1.22857142857142e+16,11125.0
0,7.6,1,0,6,7,7,1.26666666666666e+16,1.26666666666666e+16
0,10.8,1,1,5,6,7,11.8,13.25
0,15.5,1,0,9,16,14,11.9,12.25
0,12.7,1,0,6,6,6,12.0,12.5
0,12.7,1,0,7,8,8,1.37142857142857e+16,1.37142857142857e+16
0,16.2,1,0,6,14,12,14875.0,15.8
0,16.2,1,0,7,7,11,1.47285714285714e+16,1.63272727272727e+16
0,12.4,1,0,6,8,8,12.0,14.8
0,12.4,1,0,6,6,6,1.41666666666666e+16,13.5
0,12.7,1,0,5,12,10,12.5,14.6
0,12.7,1,1,6,6,6,1.41666666666666e+16,1.43333333333333e+16
0,11.1,1,0,6,8,8,1.26666666666666e+16,13.4
0,11.1,1,0,0,0,0,0.0,0.0
0,12.4,1,1,5,8,5,11.2,11.0
0,12.7,1,0,3,9,5,1.36666666666666e+16,12.0
0,12.7,1,1,7,8,8,1.52285714285714e+16,1.52285714285714e+16
0,8.9,1,0,9,10,9,1277777777777770.0,1322222222222220.0
0,12.7,1,1,7,8,8,1.44285714285714e+16,1.44285714285714e+16
0,11.1,1,0,6,8,7,13875.0,1.37142857142857e+16
0,15.5,1,0,7,10,13,13128.0,1.31933333333333e+16
0,16.2,1,0,6,9,10,11605.0,124125.0
0,12.7,1,1,5,5,8,14.6,12.0
0,8.9,1,1,5,6,6,11.8,11.6
0,12.4,1,0,6,6,6,1.23333333333333e+16,1.23333333333333e+16
0,11.1,1,1,11,11,11,1.31818181818181e+16,1.29090909090909e+16
1,15.5,1,1,6,6,7,1.18333333333333e+16,1.22857142857142e+16
0,9.4,1,1,8,8,8,1298125.0,1298125.0
0,11.1,1,0,6,10,6,1.13333333333333e+16,11.2
0,10.8,1,0,6,12,12,11.68,11.68
0,11.1,1,0,6,6,7,14.5,13.5
0,8.9,1,0,7,7,8,1.31428571428571e+16,1.28571428571428e+16
0,7.6,1,0,5,6,7,14.2,11.8
0,8.9,1,1,5,8,7,1.16666666666666e+16,12.2
0,13.9,1,0,7,8,8,13175.0,14875.0
0,12.7,1,1,7,8,8,1.33142857142857e+16,1.33142857142857e+16
0,13.9,1,1,3,13,12,10.6,10.5
0,13.9,1,0,6,7,7,1.34285714285714e+16,1.41428571428571e+16
0,10.8,1,1,4,7,8,13.25,1.55714285714285e+16
0,10.8,1,0,6,6,6,14.0,1.31666666666666e+16
0,13.9,1,1,2,2,11,12.0,1.28333333333333e+16
0,16.2,1,0,5,8,7,11.8,10.4
0,10.8,1,1,7,8,8,1.27914285714285e+16,1.27914285714285e+16
0,9.4,1,0,8,8,12,11625.0,11.2
0,15.5,1,1,6,11,11,1.19944444444444e+16,1243142857142850.0
0,13.9,1,0,5,9,12,11.6,12.2
0,10.8,1,0,7,8,8,14.1,14.1
0,11.1,1,1,6,8,9,1.23966666666666e+16,1294285714285710.0
0,12.4,1,0,7,7,8,1.50142857142857e+16,160875.0
0,13.9,1,1,0,0,0,0.0,0.0
0,13.9,1,0,7,8,8,14.05,15.1
0,12.4,1,0,6,10,19,13.0,13.0
0,13.9,1,1,7,8,8,147875.0,158625.0
0,12.4,1,1,7,7,9,13.7,1.46714285714285e+16
0,7.6,1,0,6,7,7,1.45666666666666e+16,1.45666666666666e+16
0,12.7,1,0,7,8,8,1.26857142857142e+16,1.26857142857142e+16
0,11.1,1,0,5,8,7,11.0,1.11666666666666e+16
0,9.4,1,0,8,8,8,14445.0,14445.0
0,7.6,1,1,6,7,7,1.34166666666666e+16,1.34166666666666e+16
0,15.5,1,0,5,8,7,1.23333333333333e+16,11.4
0,13.9,1,0,7,8,8,13.1,148125.0
0,12.4,1,0,4,9,10,13.2,12.8
0,9.4,1,1,8,8,8,14.75,14.75
0,12.4,1,1,6,7,6,1.31428571428571e+16,1.43333333333333e+16
0,7.6,1,0,4,6,8,13.75,1.48571428571428e+16
0,9.4,1,0,5,11,7,12.4,13.0
0,11.1,1,0,6,6,6,1.33333333333333e+16,12.0
0,12.4,1,1,6,8,9,1.35333333333333e+16,1.36142857142857e+16
0,11.1,1,1,6,6,6,1.31666666666666e+16,1.26666666666666e+16
